pool,poolSym,liquidity,tick0,tickSpacing,token0,token1,fee
0X7b8cedf3f880cb2c823679c0a34967988cfcc6a4,NA,NA,NA,000c8,0x9a27f0a9d45dd49230c026ebe6a344a180877c79,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0Xa499b5e6af1d554316bcd96947940de0c3b5836e,NA,NA,NA,000c8,0xaeb3607ec434454ceb308f5cd540875efb54309a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0X8b40fead030603ed516aa8246e421e9aa620218b,NA,NA,NA,000c8,0x68fb96c3f8e2fc6501eb96d2363ec8f81196c3a6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0X9b1216361a44564c405b908e5c0e630af254f142,NA,NA,NA,000c8,0xba307e8e025325aab969a14104c3deef352402fe,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0Xa5c391262d9d4d4fb852757d2fa3e9dfcad2318d,NA,NA,NA,000c8,0x1bc71108e898586068caba9ee09397a2d275c092,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0X72b5a9dfa32d5f8d07364f36c6ebced5f4a466b3,NA,NA,NA,000c8,0x29dbff8797f77d1bfc3960a9c556fd334bf8b58f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0X25dc8296b8e2ea458cd7c389c9210eb2ec976127,NA,NA,NA,000c8,0x755c0c26f23dfa08bf8359300308f1c7306e0ef4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0X1e6e2d5d7de3ca5d7077ea0307ef107c540920b9,NA,NA,NA,000c8,0xb14d8f2de06db705c1b84975db6f463ba7e66bdd,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0Xaf1bfa1bc5e1f8b0ac9cc89c93778cb62c8bd372,NA,NA,NA,000c8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc856faeed93073bbc10096ad6518fb783734e087,10000
0X6d3a947b9b0dbb9526f8b51d3facd522f9718143,NA,NA,NA,000c8,0x0420d9ea1bae444de85d6951bf0a197646339dc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0Xa6846cc12fe4fedd2aeb9aa98914dfe26733cc68,NA,NA,NA,000c8,0x6d9c41d12cac7bc748145cdc74541b7517a889b3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0X63b5742122ae682f4991b13cb9677f52b05de75b,NA,NA,NA,000c8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xffdd3150a12e563ec999f924907501d4df5eebb1,10000
0X61aec308fff590de7878a001759aec8b1e4b26ce,NA,NA,NA,000c8,0x66540d75c5657af5b6a250024cf40c7e532d39b0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0X2583b15f9efc5af1a4b86db516b4772a51776f70,NA,NA,NA,0003c,0x0e4e7f2aecf408aff4f82f067677050239bdc58a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0Xb7d4b4a87f63f60b5a406d9daa6bd582b61e4149,NA,NA,NA,000c8,0x564b584b15b692e8b9a142ce44e521b8d9157955,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0Xb4739153c0c398ef645b05f9092a3bb75637a5d9,NA,NA,NA,000c8,0x627f563a8f7ed02dbd9bb02ea1e4c07979c994bb,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0Xf72cd82b4f1b58cb2d213f40f23632a55d8ca9ed,NA,NA,NA,000c8,0x82f4960971b2cc02268ba485c19211eb0fa64c99,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0X602c70f43c7436975aec3113b316e7912d5ee2e3,NA,NA,NA,000c8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xedb357b55bc2da1882b629eadd3df06202092d69,10000
0Xae2abb1c91142420f31f112d3facec382804c6b8,NA,NA,NA,000c8,0xbef26bd568e421d6708cca55ad6e35f8bfa0c406,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0X671b8e61c5588f6ec78b9cd75511614945bb2968,NA,NA,NA,000c8,0x38c2a4a7330b22788374b8ff70bba513c8d848ca,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0X6bc2b47e74c407c95b92142ab8f10dd5a5d36294,NA,NA,NA,000c8,0x765a303cf7f59631481adc6389eaf7b5bcdb6dfe,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0X24634136e4d7466ece3a6d62d1f6598bcdfabc54,NA,NA,NA,00001,0x97f85616fe30618fa2f44d0e6b2fffd31932a3be,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,100
0X45fb244706f7acb0d20a2b341470bd0d0aca5ce9,NA,NA,NA,0003c,0xa8697c6edebf4584e4611ce6ab2b34a0b295433a,0xdac17f958d2ee523a2206206994597c13d831ec7,3000
0X72b236b8eb61b15833e514750b65b94a73d74a01,NA,NA,NA,000c8,0x3b9b5ad79cbb7649143decd5afc749a75f8e6c7f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0Xf1b8ec1355b7bf3cc77f7b5c99deb5469a273326,NA,NA,NA,0003c,0xa02dc3596f1b0ecfa59d27e2f9a543ee6ac45330,0xdac17f958d2ee523a2206206994597c13d831ec7,3000
0Xe23ed319554698cae826b4fb10f4628c419e2d19,NA,NA,NA,0000a,0x0a236b2d86d8e4e720e58906b9664ae21099bc65,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,500
0X8dced91df9350901f75dbadacc237dbe9ae175da,NA,NA,NA,000c8,0xa02dc3596f1b0ecfa59d27e2f9a543ee6ac45330,0xdac17f958d2ee523a2206206994597c13d831ec7,10000
0X21edad4d801974a824404e4ed4b3bd95ab876b34,NA,NA,NA,000c8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe9689028ede16c2fdfe3d11855d28f8e3fc452a3,10000
0X46140d2ce97297214bf3b0daf023cce8a2786597,NA,NA,NA,0003c,0x855bda6527feec5ad1613ce9ce4f1faea8267d37,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0X4459f9f7b80a5c2d96c3481d0d82821f54699abf,NA,NA,NA,0003c,0x7e78c8140bc0958f7ac3e1afba3f6e94754d802c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0X20133a105fc24e5ade88ff7ea9703d7f191c9ddb,NA,NA,NA,0003c,0x3af785b7b36edf87aa89445286b33b35d6f429f1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0X823df5894056b7b81de94b56c765f2d023364b64,NA,NA,NA,0003c,0xa7d0647889de293ab5dd3a8718b3ea65651305a0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0X34e52bcb4f6a3b249ff990d613c980c1da97b2f2,NA,NA,NA,000c8,0x09d6f0f5a21f5be4f59e209747e2d07f50bc694c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0X2818ea851dcfaeeb4633fc8aae08b7063d32e4f5,NA,NA,NA,000c8,0x525574c899a7c877a11865339e57376092168258,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0X0cc02ee0114de1845d3941f8bac7bcfee9805f9b,NA,NA,NA,000c8,0x46f55c8e6ed861ffaf1f229e8d5be186335dca1c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0X7e9cb8ad4a7683070e233f3eb1d07d87272b9b26,NA,NA,NA,0003c,0x7189fb5b6504bbff6a852b13b7b82a3c118fdc27,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,3000
0X90d1740b7885a20bf084952617e82e4d7d1a5522,NA,NA,NA,000c8,0x7189fb5b6504bbff6a852b13b7b82a3c118fdc27,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,10000
0Xf66fbd7596f9849a3757f0add3f09c53a399ebb2,NA,NA,NA,0003c,0xb3e8fcde886c1ffee2c66db9d3a438641787fce1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0X793ff42cb794777e1966e16c2f340d72b918ea5f,NA,NA,NA,000c8,0x389c7880cd42069a59a0150e435879fcfac675e5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0Xf4e43a4a17d2820c7cf724e46844943931a47894,NA,NA,NA,000c8,0x7b0df1cd724ec34ec9bc4bd19749b01afb490761,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,10000
0X847fe2be91776476abe94be0d2c23dbb6d29840f,NA,NA,NA,0003c,0xad201eb27615c18dc358fdc64d96eb3208824e01,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0X19a43e2b7454e341ff0d1312acefe900a73f1dc3,NA,NA,NA,0000a,0xa8a6e96c0119b1501c2594b988c2b78e048ce271,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,500
0Xe458f82f430328073ce48605515793dc060fa7a7,NA,NA,NA,0003c,0x6bf3bcd3666d3bd0d67e54fd436647b03c60269c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0X09776cc0b3f3808004f6cc237d850e0de10e7d95,NA,NA,NA,0000a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xef00a1910642520c2f8e23d3c0a910933ca7f358,500
0X5d3610ae9b8f78d745049107eb6530c0b587e568,NA,NA,NA,0003c,0x7831243c56f3332d2fc56070aa90a35c1f4ebf50,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0Xe4ba34b6eb14bcf1b2dde3b96b1ffa5156548635,NA,NA,NA,0003c,0x983549465b07ae643beacd9759048033728c0c19,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0Xb4746646cea268fb34b27acfc2346c8657fc2e92,NA,NA,NA,0003c,0x0e6198ff068b08c85715ee157ee47a7a1c35a4bf,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0X58e85ad10c867ca797df35e706faca0f3ac790d0,NA,NA,NA,0003c,0x5f594e0bf03a426f2565f7530dd656921ce32621,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0Xc785b3786935ee8864b9e142e86fa40865988d03,NA,NA,NA,0000a,0x72416faa295d85fa2cf5e5b38d13db6e2eacf660,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,500
0Xd141c0d48d0c46ce5f3b89ee4572c144d787d7b7,NA,NA,NA,0003c,0x0b1b999a98ad94763d2f32b258766040eaaa7dfd,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0X9018fc0c48e3ab5f42dd5cbaeeadae32617881ae,NA,NA,NA,0003c,0x52f611b03dca02921e63d7f18ab54d1559ac1a50,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0Xa525463f33ef73ba97800f515f9e3f4d7b2b9243,NA,NA,NA,0003c,0x924e3f38bc9e9951556704e581ec2ea552c30fb5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0X425cafd6006e9c348946d747437bfa463679992d,NA,NA,NA,0003c,0x5135bec64796cfd7cd93b6ab68a97a6a6314b18b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0Xda93ee04eb02c8152ee99a03db9e3831c747b582,NA,NA,NA,0003c,0x12eee5509dc612d535b33c753172e1e43be02bfa,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0Xdbe53d7947b081bed771ff82c459ad3ec93fc7fd,NA,NA,NA,000c8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xf718b1b5474eb5cfb103557b651060674f4b8a15,10000
0Xc68e1c1e8798967d50c77a1c8290a4e562114df9,NA,NA,NA,00001,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xcb406cc1e5fdd7ced9faedfeae374c7a610cc27d,100
0X09c9ef09fac8cef8ca08c1296e7abcfb440ba4cd,NA,NA,NA,0003c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xf342135b479f8387e7011bb325da87f012cb54e0,3000
0X8d6b9917fd143f35fcdfd8906930e3c9cf29e0a4,NA,NA,NA,0003c,0x1d9e8ac1b44fa423991c6d60b252d72d7b146b8e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0X0a12f5ccb713aa5470f012b4f6fb24abdec2ee4d,NA,NA,NA,00001,0x31110062556cbe8148b4a5bc02fed7145607f297,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,100
0X0ab6ab20a5b950e349cb814730047881511e06e8,NA,NA,NA,000c8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xcb406cc1e5fdd7ced9faedfeae374c7a610cc27d,10000
0Xe09127da8c1fd5fc970afeffc0fb51f701970cf7,NA,NA,NA,0003c,0x9c8aba52e0d2c1a8dfb4b86b54fcb111afde7068,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0X8b86dac6ec66d5f076556c46cffd531574d5e667,NA,NA,NA,0003c,0x3b9fa41672979720ca6ae5ed02bd78cc61656605,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0Xe8f7c89c5efa061e340f2d2f206ec78fd8f7e124,NA,NA,NA,00001,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,100
0X0da6253560822973185297d5f32ff8fa38243afe,NA,NA,NA,0000a,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,500
0X4548280ac92507c9092a511c7396cbea78fa9e49,NA,NA,NA,0003c,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,3000
0Xea470b15860c580b9160b977e9e865b287c183f0,NA,NA,NA,0003c,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,3000
0X15aa01580ae866f9ff4dbe45e06e307941d90c7b,NA,NA,NA,0003c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,3000
0X02b04582daff9b9b17377f700dca5a9940c6451b,NA,NA,NA,0003c,0x4c18f75953b8f0e8631ff326e6e19682cbd1a0ad,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0Xcbd3d93139282afde509e4ba8aa25a0d15aa8d8d,NA,NA,NA,0003c,0x2187317f8135b6de649171f5fc8820f98ca506e2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0X027f2bbfb03a2eabe8c5173eb46379fc19993bc9,NA,NA,NA,000c8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xf8b864862d4e1bcb0b25b2b2c5c16a6abf31f2d2,10000
0X81482c730bf9e7f8690a6d7ec66b2b5ef4c6e095,NA,NA,NA,000c8,0x038f7acbf6bfb609515cd27f5249270efa8c1c93,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0Xdfada3dbe4c0cdd3fefcb6ff7d4e16da0a77a7a4,NA,NA,NA,00001,0x790bb2123001a9a69da914bac61e4c935c31d6b6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,100
0Xda9e07e92e31723075b24717b69269bc500ee807,NA,NA,NA,0003c,0x4afc4522e896aeacc83ea5322708ab64a9de5d1d,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,3000
0X40222c2aedeaccf919963a13d63ea9aa04689eea,NA,NA,NA,0000a,0x4afc4522e896aeacc83ea5322708ab64a9de5d1d,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,500
0X8a3f83f95510bf5c57231b29c59f13734a03c5dc,NA,NA,NA,000c8,0x69000008cbf4012f6ce45c42a559945dbd6ec3b7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0Xaae89ff623887031b8309134208bbd6cabe34e7c,NA,NA,NA,000c8,0x492c11055c7e9233a2adc2e82bf384fd79d2a675,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0X2daf87b2a135e883a94982370629d64cdea55bce,NA,NA,NA,000c8,0x2280000ce6c0217983e990b009da7370fcc195c9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0X74edf4f157e23d87b25a0c372dea9cf641e3efe9,NA,NA,NA,000c8,0x117ea364dc4189732d8196cfbf89a41a7515e4c7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0Xfabef411761a67315d04b0590ca2c43d57835bb8,NA,NA,NA,000c8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xcf06ac2f0f67bbc7098b45adc68a86ad6d9c6dea,10000
0Xb90326664bae75ad7fa889d07965eec7d0fbe70d,NA,NA,NA,0003c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe77076518a813616315eaaba6ca8e595e845eee9,3000
0X29567ae23d65225870c5bd738a6debe7ac5a1d66,NA,NA,NA,000c8,0x8f08b70456eb22f6109f57b8fafe862ed28e6040,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0X20908ac19ae81b28d5bbef41a5a32d1ea827ebd2,NA,NA,NA,0003c,0x8f08b70456eb22f6109f57b8fafe862ed28e6040,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000
0X14c32c78639ea31e9d0571b8f9bdc2e7e3d93ca3,NA,NA,NA,000c8,0x1a08886418cfb178f673323d053be34523b61f9a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0X602cb3931406c9b98cc328ab406e50d6a32e559c,NA,NA,NA,000c8,0x243c9be13faba09f945ccc565547293337da0ad7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10000
0Xe547c6d5039d1902db58102e7f52410dbc5b0708,NA,NA,NA,0000a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdc035d45d973e3ec169d2276ddab16f1e407384f,500



---
multiple_event_blocks
19186476,19938307,19938307
----
zero_event_blocks
16349812,16349860,16456334,16640667,16640801,16640812,16718031,17007526,17320036,17327840,17327845,17345063,17345169,17345175,17346238,17346297,17346643,17380327,17380371,17380377,17380436,17883443,17885292,19643331,19916182,19948028,19948255,19948372,19948494,19997308,19997358,20095612,20729468,20729485,20729509,20729520,20937686,20937689,20937698
----
time_updated: T